experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
original data.xls SET 4 HIGH RAPA,YML696-vehicle,90.04298843,7.05542065,112.5003576,7.050498697,yML 696,KPN3829,1% DMSO,KPN3829*1% DMSO,0,0.003,0.005,0.040666667,0.052666667,0.07,0.092,0.103666667,0.133,0.157666667,0.198,0.236333333,0.283,0.341,0.417666667,0.478666667,0.557666667,0.646,0.722,0.791666667,0.835666667,0.89,0.931333333,0.971666667,0.975666667,0.983,1.015333333,1.027,1.077,1.117666667,1.152333333,1.177,1.204,1.230333333,1.253,1.285333333,1.312,1.338333333,1.333666667,1.363333333,1.389
original data.xls SET 4 HIGH RAPA,YML696-20 ng/ml RAPA,101.5675399,11.59123892,246.7061723,144.042455,yML 696,KPN3829,20 ng/mL RAPA,KPN3829*20 ng/mL RAPA,0,0.006,0.005333333,0.052666667,0.040333333,0.068333333,0.082666667,0.088,0.104333333,0.134,0.138,0.159,0.192,0.223666667,0.266666667,0.291333333,0.334,0.388333333,0.456,0.478,0.553333333,0.594333333,0.668333333,0.718666667,0.781333333,0.849,0.943,1.005333333,1.078666667,1.153333333,1.177,1.238666667,1.269333333,1.307666667,1.342666667,1.392333333,1.423,1.395333333,1.423,1.438666667,1.489
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML696-1 uM Torin 1,74.32558421,5.955939323,100.177993,5.854174956,yML 696,KPN3829,1 uM Torin 1,KPN3829*1 uM Torin 1,0,0.015333333,0.017333333,0.03,0.049,0.052,0.089333333,0.115,0.150666667,0.191666667,0.223333333,0.295333333,0.351,0.418333333,0.506333333,0.572666667,0.678666667,0.764666667,0.865,0.912333333,0.927333333,0.941,0.959666667,0.968,0.981,1.022333333,1.048,1.067,1.092666667,1.110333333,1.14,1.157666667,1.161666667,1.215333333,1.229333333,1.255,1.284,1.304,1.323,1.346333333,1.365333333
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML696-2.5%DMSO,78.35071296,7.883930321,99.0945858,2.644990848,yML 696,KPN3829,2.5% DMSO,KPN3829*2.5% DMSO,0,0.024,0.021,0.016333333,0.019666667,0.0,0.113,0.143333333,0.176,0.218333333,0.275,0.338333333,0.411,0.487666667,0.572333333,0.637333333,0.73,0.775,0.811333333,0.815333333,0.832,0.856666667,0.881333333,0.912333333,0.913,0.973333333,1.000333333,1.002,1.026,1.045333333,1.075666667,1.093,1.117666667,1.137666667,1.173,1.178333333,1.196666667,1.227666667,1.240666667,1.257,1.279333333
SET4_highTORIN_REDO_NBMBL_080717.xls,yML 696-2.5% DMSO,88.68236076,18.1018587,87.1384276,9.858489176,yML 696,KPN3829,2.5% DMSO,KPN3829*2.5% DMSO,0,0.004666667,0.004,0.004333333,0.004333333,0.009333333,0.006333333,0.013,0.010666667,0.026333333,0.105333333,0.195666667,0.295333333,0.376333333,0.436666667,0.511,0.604333333,0.674666667,0.753,0.820666667,0.885,0.893333333,0.910333333,0.930333333,0.952333333,0.973,1.012,1.041666667,1.084333333,1.113333333,1.139666667,1.179,1.219,1.247333333,1.273,1.291,1.326,1.357,1.370666667,1.394666667,1.408333333
SET4_highTORIN_REDO_NBMBL_080717.xls,yML 696-25 uM Torin 1,91.17505583,38.744501,229.1951938,81.94089643,yML 696,KPN3829,25 uM Torin 1,KPN3829*25 uM Torin 1,0,0.01,0.027333333,0.028,0.025333333,0.044,0.056333333,0.052333333,0.062333333,0.068333333,0.089666667,0.088666667,0.102333333,0.122333333,0.131666667,0.15,0.172333333,0.198666667,0.215666667,0.261,0.300333333,0.342666667,0.397,0.436666667,0.502666667,0.549,0.591333333,0.636,0.687666667,0.713666667,0.745666667,0.768333333,0.788,0.809666667,0.829333333,0.844333333,0.875333333,0.909333333,0.928666667,0.951666667,0.987666667
SGRP_mTORinhibits_SET4_GDC_MGK_09202017.xls,YML696-100 uM GDC0941,87.01259875,9.71297301,167.7988785,46.51371809,yML 696,KPN3829,100 uM GDC0941,KPN3829*100 uM GDC0941,0,0.064666667,0.036666667,0.051,0.053666667,0.047333333,0.107666667,0.130666667,0.156333333,0.181666667,0.195,0.238,0.271666667,0.326666667,0.382333333,0.439666667,0.502,0.557333333,0.631666667,0.705333333,0.780666667,0.848,0.911666667,0.992333333,1.01,1.011333333,1.021666667,1.033666667,1.065333333,1.101333333,1.130333333,1.167666667,1.200333333,1.229666667,1.243666667,1.272666667,1.304666667,1.343333333,1.386666667,1.402666667,1.423666667
SGRP_mTORinhibits_SET4_GDC_MGK_09202017.xls,YML696-vehicle,77.55333396,32.34837765,128.8836857,14.3167731,yML 696,KPN3829,2.5% DMSO,KPN3829*2.5% DMSO,0,0.033666667,0.006333333,0.003333333,0.001,0.001333333,0.064,0.071333333,0.093666667,0.138,0.152,0.190333333,0.232666667,0.285333333,0.338333333,0.396,0.438,0.500333333,0.574333333,0.638666667,0.714333333,0.780666667,0.837666667,0.878,0.904333333,0.913333333,0.924,0.947,0.972333333,1.013333333,1.037,1.074,1.108666667,1.135333333,1.170333333,1.197,1.221333333,1.262333333,1.287,1.300666667,1.323333333
SGRP_mTORinhibitsSCREEN_SET4_Caff_MGK_10252017_D.xls,YML696-1000 ug/ml Caffeine,88.34555199,5.74934364,126.9747162,11.81164419,yML 696,KPN3829,1 mg/mL Caffeine,KPN3829*1 mg/mL Caffeine,0,0.034,0.041666667,0.051666667,0.062333333,0.075666667,0.088666667,0.102,0.128,0.144333333,0.178,0.206666667,0.242333333,0.286333333,0.329,0.411666667,0.486666667,0.567666667,0.661666667,0.740666667,0.847666667,0.947666667,1.032333333,1.07,1.071666667,1.092,1.1,1.133666667,1.155666667,1.206666667,1.214333333,1.260666667,1.289666667,1.311333333,1.338333333,1.365,1.384,1.408666667,1.435666667,1.449333333,1.475666667
SGRP_mTORinhibitsSCREEN_SET4_Caff_MGK_10252017_D.xls,YML696-vehicle,84.47349453,16.78445478,164.3902071,36.88497683,yML 696,KPN3829,6.67% H2O,KPN3829*6.67% H2O,0,0.039666667,0.05,0.058333333,0.065,0.082666667,0.089666667,0.106,0.126333333,0.145666667,0.177,0.196,0.238666667,0.283,0.306666667,0.375666667,0.411666667,0.484,0.534,0.600666667,0.676333333,0.756333333,0.815,0.882666667,0.898,0.923666667,0.945333333,0.952,0.998,1.032333333,1.060666667,1.096,1.127666667,1.145,1.179333333,1.206333333,1.231,1.263333333,1.284333333,1.303333333,1.340333333
