experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
_lowTORIN_KGPUMBL_052817.xls,NCYC 3290-1 uM Torin 1,70.50659959,22.68812387,65.73777009,3.922732817,NCYC 3290,DBVPG 6044,1 uM Torin 1,DBVPG 6044*1 uM Torin 1,0,0.058,0.074,0.094,0.14,0.254333333,0.322333333,0.395666667,0.504333333,0.619666667,0.749666667,0.865666667,1.006666667,1.134666667,1.244666667,1.286333333,1.310666667,1.326333333,1.35,1.377,1.4,1.429,1.451333333,1.466666667,1.493666667,1.509333333,1.529333333,1.555333333,1.562,1.591,1.608666667,1.627,1.642333333,1.66,1.677666667,1.693333333,1.710333333,1.713666667,1.728333333,1.749333333,1.752
_lowTORIN_KGPUMBL_052817.xls,NCYC 3290-2.5% DMSO,56.01632749,9.824778976,114.0086213,50.77517198,NCYC 3290,DBVPG 6044,2.5% DMSO,DBVPG 6044*2.5% DMSO,0,0.040666667,0.045333333,0.053333333,0.083333333,0.191,0.238666667,0.270666667,0.390333333,0.491333333,0.62,0.737,0.896333333,1.030333333,1.156333333,1.251333333,1.289,1.303666667,1.329666667,1.345333333,1.372666667,1.401,1.418666667,1.441,1.462,1.481333333,1.498333333,1.517666667,1.529,1.552666667,1.578,1.593333333,1.617,1.635666667,1.655666667,1.671,1.692,1.699333333,1.712666667,1.732333333,1.736666667
SET1GDC_ARMBL_080217.xls,NCYC 3290-100 uM GDC0941,57.98690465,10.46819946,68.4537055,14.55815475,NCYC 3290,DBVPG 6044,100 uM GDC0941,DBVPG 6044*100 uM GDC0941,0,0.021666667,0.023333333,0.031333333,0.028666667,0.03,0.032666667,0.057666667,0.104666667,0.133333333,0.195666667,0.272,0.353666667,0.441,0.556333333,0.680333333,0.808,0.94,1.07,1.179333333,1.239666667,1.255333333,1.278333333,1.301,1.326333333,1.354,1.377666667,1.403666667,1.429,1.452333333,1.484333333,1.503666667,1.527333333,1.544666667,1.565,1.582666667,1.601333333,1.62,1.637666667,1.65,1.664
SET1GDC_ARMBL_080217.xls,NCYC 3290-vehicle,69.06870651,1.232010751,75.14892773,2.880572358,NCYC 3290,DBVPG 6044,2.5% DMSO,DBVPG 6044*2.5% DMSO,0,0.023666667,0.026,0.032,0.034666667,0.041333333,0.05,0.062666667,0.092333333,0.125333333,0.172666667,0.233333333,0.303,0.385333333,0.488333333,0.592666667,0.716666667,0.845,0.977333333,1.104,1.195666667,1.215666667,1.240666667,1.262666667,1.289333333,1.318333333,1.343,1.369,1.397333333,1.425666667,1.457666667,1.480666667,1.506333333,1.530333333,1.549666667,1.571666667,1.591,1.612,1.629333333,1.643,1.656666667
SGRP_mTOR_inhibitsSCREEN_SET1_GDC_redo_JE_092617.xls,NCYC 3290-100 uM GDC0941,68.00189164,5.863388394,76.88515431,3.037725442,NCYC 3290,DBVPG 6044,100 uM GDC0941,DBVPG 6044*100 uM GDC0941,0,0.037666667,0.042666667,0.042666667,0.049,0.062666667,0.099333333,0.149333333,0.18,0.244,0.316333333,0.413666667,0.529333333,0.637,0.770333333,0.900666667,1.029333333,1.139,1.227,1.287,1.308,1.327666667,1.348,1.375,1.395,1.419333333,1.442666667,1.462666667,1.485666667,1.508,1.527666667,1.544333333,1.559666667,1.57,1.580333333,1.587666667,1.595,1.6,1.604666667,1.610333333,1.614
SGRP_mTOR_inhibitsSCREEN_SET1_GDC_redo_JE_092617.xls,NCYC 3290-vehicle,59.20139861,8.90099337,67.30920926,4.432229347,NCYC 3290,DBVPG 6044,2.5% DMSO,DBVPG 6044*2.5% DMSO,0,0.006333333,0.006333333,0.006666667,0.008333333,0.024333333,0.066333333,0.126,0.154333333,0.203,0.278,0.381,0.51,0.624666667,0.755,0.894,1.018,1.133333333,1.207,1.229333333,1.253666667,1.276,1.298,1.324666667,1.346333333,1.369666667,1.392666667,1.414666667,1.435,1.457666667,1.48,1.496,1.506,1.519333333,1.528333333,1.547333333,1.541333333,1.545,1.551666667,1.554333333,1.570333333
SGRP_mTOR_inhibitsSCREEN_SET1_highgdc-0941_AR_053117.xls,NCYC 3290-100uM GDC0941,57.01959435,0.817700714,68.21565252,4.149578863,NCYC 3290,DBVPG 6044,100 uM GDC0941,DBVPG 6044*100 uM GDC0941,0,0.063,0.059333333,0.058333333,0.072666667,0.07,0.088666667,0.134666667,0.203,0.292333333,0.368,0.464333333,0.586333333,0.693666667,0.831333333,0.977,1.093666667,1.214666667,1.266333333,1.291666667,1.310666667,1.336,1.363666667,1.390333333,1.414333333,1.443,1.470333333,1.496,1.522666667,1.546,1.567,1.585666667,1.608333333,1.626333333,1.644,1.658666667,1.674,1.688,1.702,1.717666667,1.729
SGRP_mTOR_inhibitsSCREEN_SET1_highgdc-0941_AR_053117.xls,NCYC 3290-vehicle,45.27728408,7.967125016,132.919563,38.04104006,NCYC 3290,DBVPG 6044,2.5% DMSO,DBVPG 6044*2.5% DMSO,0,0.013333333,0.010666667,0.009666667,0.013666667,0.011666667,0.011333333,0.024666667,0.114333333,0.224,0.248666667,0.306666667,0.489666667,0.592,0.728333333,0.891666667,1.023,1.143333333,1.224,1.242666667,1.259,1.286666667,1.312,1.338,1.352333333,1.385666667,1.411,1.435666667,1.461,1.487666667,1.509333333,1.529,1.55,1.57,1.589666667,1.609333333,1.626666667,1.642333333,1.659,1.672666667,1.689666667
SGRP_mTOR_inhibitsSCREEN_SET1_highTORIN_KGPUMBL_052817.xls,NCYC 3290-vehicle,43.66682998,2.489353676,116.2630114,60.14371142,NCYC 3290,DBVPG 6044,2.5% DMSO,DBVPG 6044*2.5% DMSO,0,0.022666667,0.015666667,0.014333333,0.010666667,0.053,0.098666667,0.116666667,0.186333333,0.207333333,0.265,0.427333333,0.506,0.624666667,0.745333333,0.873666667,1.051333333,1.177,1.250333333,1.271,1.289,1.313333333,1.332,1.359,1.381,1.406666667,1.422666667,1.449,1.470666667,1.496,1.522666667,1.545,1.565333333,1.587,1.607333333,1.627,1.644,1.661,1.676,1.691333333,1.704666667
SGRP_mTOR_inhibitsSCREEN_SET1_highTORIN_KGPUMBL_052817.xls,NCYC 3290-25uM Torin 1,83.6393685,1.951112716,87.37600985,3.294614496,NCYC 3290,DBVPG 6044,25 uM Torin 1,DBVPG 6044*25 uM Torin 1,0,0.034666667,0.036333333,0.037,0.038333333,0.042333333,0.045666667,0.050333333,0.054666667,0.06,0.065333333,0.072666667,0.082,0.092,0.105666667,0.121666667,0.147,0.180333333,0.228,0.290333333,0.367666667,0.468,0.578333333,0.704333333,0.836666667,0.97,1.098,1.209,1.261333333,1.287,1.308,1.332333333,1.357666667,1.384,1.409333333,1.435,1.462333333,1.486333333,1.510666667,1.533,1.554
