experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
SCREEN_SET2_HIGHTORIN#3_MGK_09302017_F.xls,yML560-vehicle,85.68223779,4.82186516,93.83834712,1.821606414,yML 560,UC5,2.5% DMSO,UC5*2.5% DMSO,0,0.022333333,0.027,0.036,0.039,0.050333333,0.063333333,0.079333333,0.096666667,0.123333333,0.154,0.195333333,0.243333333,0.303,0.377666667,0.468666667,0.572666667,0.671,0.780333333,0.889666667,0.992333333,1.067333333,1.110666667,1.125333333,1.145666667,1.176666667,1.204,1.234666667,1.264,1.294333333,1.326333333,1.355333333,1.368,1.407333333,1.432666667,1.452,1.472,1.491666667,1.508,1.527,1.543333333
SET2_caffeine_KGPU_080517.xls,yML560-vehicle,82.20348114,0.320752956,88.62081528,0.914000008,yML 560,UC5,6.67% H2O,UC5*6.67% H2O,0,0.026666667,0.030333333,0.037,0.046666667,0.063666667,0.079666667,0.101,0.128666667,0.165,0.208333333,0.262333333,0.331666667,0.415,0.521666667,0.636333333,0.758,0.879333333,0.993,1.061333333,1.104666667,1.125333333,1.148666667,1.174,1.208,1.239333333,1.275666667,1.307,1.343,1.372333333,1.402333333,1.430333333,1.455333333,1.481333333,1.500666667,1.521,1.543666667,1.561333333,1.578,1.597333333,1.614
SET2AZDredo+highTORINMBL_07302017.xls,yML560-vehicle,87.40690699,1.778086819,100.7122342,6.046731414,yML 560,UC5,2.5% DMSO,UC5*2.5% DMSO,0,0.041333333,0.049,0.058666667,0.067666667,0.085666667,0.107666667,0.125333333,0.158666667,0.191,0.228,0.289333333,0.354333333,0.439333333,0.529666667,0.628666667,0.738,0.851333333,0.958333333,1.052333333,1.103,1.121,1.139,1.164666667,1.192666667,1.222666667,1.257666667,1.283333333,1.315,1.342,1.377,1.399333333,1.423,1.45,1.469666667,1.488333333,1.509666667,1.529666667,1.541666667,1.560333333,1.573666667
SGRP_mTOR_inhibitsSCREEN_SET2_highTORIN_JEMBL_081717.xls,yML560-vehicle,87.7484259,0.928368859,89.15558112,0.209450916,yML 560,UC5,2.5% DMSO,UC5*2.5% DMSO,0,0.029,0.033666667,0.041666667,0.051333333,0.063,0.079,0.096333333,0.121,0.148666667,0.185666667,0.235,0.297666667,0.372666667,0.464,0.564,0.669,0.778,0.885666667,0.990666667,1.063,1.107333333,1.124,1.141333333,1.163333333,1.191,1.217666667,1.247,1.276666667,1.305333333,1.334,1.363333333,1.390666667,1.415333333,1.441333333,1.462666667,1.486666667,1.505,1.524333333,1.543666667,1.560666667
SGRP_mTORinhibits_SET2_Caffeine_JE_092817.xls,yML560-vehicle,82.33407654,2.539976958,92.12538307,3.423511391,yML 560,UC5,6.67% H2O,UC5*6.67% H2O,0,0.033666667,0.042,0.045666667,0.063,0.077666667,0.105333333,0.135,0.172,0.221333333,0.274666667,0.347333333,0.420666667,0.523,0.636666667,0.757666667,0.885,1.001666667,1.096,1.129,1.144333333,1.162666667,1.186333333,1.218333333,1.250333333,1.281,1.313666667,1.348333333,1.375,1.408,1.431333333,1.456,1.479333333,1.497666667,1.522333333,1.539666667,1.555,1.573666667,1.591666667,1.604666667,1.619666667
SGRP_mTORinhibits_SET2_lowRAPA_KGPUMBL_080417.xls.xls,yML560-vehicle,97.21854195,4.155105539,107.4622041,1.429782632,yML 560,UC5,1% DMSO,UC5*1% DMSO,0,0.053666667,0.061,0.073666667,0.091333333,0.111,0.137,0.165666667,0.201333333,0.242666667,0.297333333,0.362,0.439333333,0.537666667,0.642,0.752666667,0.865,0.968333333,1.062333333,1.095333333,1.110333333,1.128666667,1.155333333,1.189333333,1.223333333,1.255,1.287333333,1.321333333,1.351333333,1.381666667,1.408,1.435666667,1.458666667,1.48,1.500333333,1.521,1.538333333,1.555666667,1.574666667,1.586333333,1.606333333
SGRP_mTORinhibitsSCREEN_SET2_Caffeine_JE_092717.xls,yML560-vehicle,88.3708191,2.940758073,94.69040737,0.810563926,yML 560,UC5,6.67% H2O,UC5*6.67% H2O,0,0.018666667,0.021333333,0.025666667,0.032333333,0.040666667,0.050666667,0.065333333,0.083333333,0.105,0.131333333,0.161,0.197333333,0.249666667,0.310666667,0.383333333,0.471,0.571333333,0.678666667,0.797333333,0.908666667,1.018333333,1.091,1.117333333,1.129666667,1.148666667,1.175333333,1.205666667,1.235333333,1.268666667,1.303,1.336,1.370333333,1.398,1.426666667,1.452333333,1.478666667,1.499333333,1.520666667,1.538333333,1.561666667
SGRP_mTORinhibitsSCREEN_SET2_GDC_AR_062617.xls,yML560-vehicle,78.71999751,4.630631989,101.9681322,0.748010885,yML 560,UC5,2.5% DMSO,UC5*2.5% DMSO,0,0.023333333,0.026333333,0.036666667,0.042333333,0.044666667,0.054,0.059333333,0.073333333,0.085333333,0.107666667,0.135,0.166,0.203333333,0.265,0.316666667,0.382666667,0.474666667,0.574333333,0.662333333,0.775,0.872666667,0.971,1.044333333,1.056333333,1.069,1.085333333,1.100666667,1.121333333,1.147,1.171,1.201333333,1.23,1.254666667,1.28,1.306333333,1.332333333,1.355666667,1.382,1.399,1.413666667
SGRP_mTORinhibitsSCREEN_SET2_GDC_MGK_081917(fixed with adding wr,yML560-vehicle,78.03923663,7.289135784,89.70043083,0.255974141,yML 560,UC5,2.5% DMSO,UC5*2.5% DMSO,0,0.027333333,0.030333333,0.039666667,0.048,0.058,0.073,0.084666667,0.106333333,0.136333333,0.171,0.223666667,0.275666667,0.346333333,0.428333333,0.527,0.624333333,0.731666667,0.837333333,0.944,1.039333333,1.093,1.109,1.125666667,1.147666667,1.172666667,1.205333333,1.235,1.264666667,1.290666667,1.324666667,1.353333333,1.379666667,1.404666667,1.430333333,1.449333333,1.471666667,1.494666667,1.514666667,1.529666667,1.55
SGRP_mTORinhibitsSCREEN_Set2_highRAPA_KGPU_11202017_F.xls,yML560-vehicle,72.62593744,3.178628032,77.92178471,0.746581972,yML 560,UC5,1% DMSO,UC5*1% DMSO,0,0.021333333,0.025666667,0.034,0.042333333,0.055333333,0.071333333,0.095,0.126,0.164333333,0.218333333,0.282666667,0.368,0.465,0.571,0.709666667,0.847666667,0.970333333,1.014333333,1.028333333,1.037666667,1.049666667,1.068666667,1.089333333,1.119,1.156,1.187666667,1.223666667,1.259333333,1.289,1.318666667,1.348,1.375666667,1.393333333,1.42,1.44,1.456333333,1.475,1.493333333,1.507666667,1.524666667
