experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
SET1GDC_ARMBL_080217.xls,NCYC 3319-vehicle,67.17642839,0.951539367,68.73579332,0.986907292,NCYC 3319,L-1528,2.5% DMSO,L-1528*2.5% DMSO,0,0.028,0.032333333,0.038333333,0.046333333,0.058333333,0.078666667,0.105333333,0.14,0.185666667,0.253,0.34,0.451,0.573333333,0.728666667,0.858,1.003,1.121,1.144666667,1.16,1.182333333,1.207,1.236666667,1.263,1.294333333,1.327,1.358,1.390666667,1.417,1.439666667,1.466666667,1.483666667,1.505666667,1.523333333,1.539,1.558333333,1.572666667,1.589666667,1.607333333,1.620333333,1.634
SGRP_mTOR_inhibitsSCREEN_SET1_GDC_redo_JE_092617.xls,NCYC 3319-vehicle,62.66876364,1.951957163,64.69177238,0.739037202,NCYC 3319,L-1528,2.5% DMSO,L-1528*2.5% DMSO,0,0.046,0.053333333,0.067666667,0.088333333,0.118666667,0.167333333,0.233,0.318333333,0.434333333,0.561666667,0.717,0.874,1.009666667,1.134,1.191666667,1.210333333,1.228,1.250333333,1.279666667,1.303,1.325333333,1.353,1.385333333,1.41,1.439666667,1.466666667,1.489,1.510333333,1.529333333,1.545666667,1.563333333,1.579333333,1.593333333,1.612,1.625666667,1.638666667,1.652333333,1.667333333,1.676,1.688333333
SGRP_mTOR_inhibitsSCREEN_SET1_highgdc-0941_AR_053117.xls,NCYC 3319-vehicle,62.32907615,1.322126145,69.60073995,3.116492765,NCYC 3319,L-1528,2.5% DMSO,L-1528*2.5% DMSO,0,0.068333333,0.075333333,0.089666667,0.120333333,0.161333333,0.216,0.293333333,0.402,0.530333333,0.677333333,0.823,0.973,1.098666667,1.170666667,1.218666667,1.239,1.262333333,1.291,1.317333333,1.347,1.377666667,1.412,1.441,1.469,1.495666667,1.520333333,1.54,1.560333333,1.583666667,1.597666667,1.612,1.63,1.645666667,1.658,1.672,1.685666667,1.698333333,1.708,1.718333333,1.728
SGRP_mTOR_inhibitsSCREEN_SET1_highTORIN_KGPUMBL_052817.xls,NCYC 3319-vehicle,62.88192498,1.556851572,65.43365471,0.242131529,NCYC 3319,L-1528,2.5% DMSO,L-1528*2.5% DMSO,0,0.055666667,0.064333333,0.078666667,0.102333333,0.133666667,0.185333333,0.252666667,0.349666667,0.466333333,0.605,0.764666667,0.908666667,1.058666667,1.181333333,1.211333333,1.23,1.251,1.281333333,1.311333333,1.338666667,1.369333333,1.397333333,1.429333333,1.459333333,1.485666667,1.506666667,1.529333333,1.550666667,1.570333333,1.589333333,1.605,1.627333333,1.637333333,1.655,1.667,1.679333333,1.690666667,1.701666667,1.713666667,1.723666667
SGRP_mTOR_inhibitsSCREEN_SET1_lowRAPA_redo2_KG_092317.xls,NCYC 3319-vehicle,60.46160166,1.650356262,61.50497483,0.327191076,NCYC 3319,L-1528,1% DMSO,L-1528*1% DMSO,0,0.063666667,0.070666667,0.085666667,0.110666667,0.147333333,0.203666667,0.284,0.394333333,0.528666667,0.680666667,0.838666667,0.999666667,1.123666667,1.215,1.244,1.265333333,1.288666667,1.312,1.342333333,1.366,1.394,1.427666667,1.455,1.482,1.506666667,1.528,1.546666667,1.562,1.580333333,1.598,1.614,1.627333333,1.64,1.656333333,1.667333333,1.678666667,1.690666667,1.701,1.710333333,1.719333333
SGRP_mTORinhibits_SET1_CAFF_REDO_NBMBL_08032017.xls,NCYC 3319-vehicle,57.35459148,1.569421753,57.64918489,1.521313814,NCYC 3319,L-1528,6.67% H2O,L-1528*6.67% H2O,0,0.054,0.062333333,0.081,0.108666667,0.151333333,0.217333333,0.311333333,0.429333333,0.581,0.751666667,0.928333333,1.081666667,1.179666667,1.209,1.231,1.260666667,1.295666667,1.324,1.354333333,1.388666667,1.425333333,1.457,1.486666667,1.510333333,1.533333333,1.554666667,1.561,1.594333333,1.612,1.631666667,1.644666667,1.656333333,1.665,1.672,1.676666667,1.687333333,1.692666667,1.701666667,1.710333333,1.719333333
SGRP_mTORinhibitsSCREEN_SET1_AZD8055_KGPUARMBL_061817.xls,NCYC 3319-vehicle,64.04947814,3.971068461,66.8338268,1.949600899,NCYC 3319,L-1528,2.5% DMSO,L-1528*2.5% DMSO,0,0.105,0.112,0.146,0.197333333,0.261,0.35,0.456333333,0.592666667,0.734666667,0.884,1.018333333,1.119,1.204666667,1.236333333,1.248333333,1.268666667,1.292,1.317666667,1.341,1.368666667,1.397666667,1.425,1.453333333,1.477666667,1.494333333,1.514666667,1.531333333,1.547666667,1.564,1.578,1.595666667,1.611333333,1.625333333,1.637333333,1.65,1.665333333,1.676666667,1.689,1.697333333,1.709
SGRP_mTORinhibitsSCREEN_SET1_CAFF_MGK_11012017_F.xls,NCYC 3319-vehicle,53.30552804,4.656811689,57.45269207,1.840382491,NCYC 3319,L-1528,6.67% H2O,L-1528*6.67% H2O,0,0.04,0.049333333,0.056666667,0.075333333,0.105,0.143,0.215666667,0.303,0.423333333,0.560666667,0.727666667,0.898333333,1.041333333,1.162666667,1.211333333,1.232666667,1.257333333,1.286666667,1.313,1.333,1.360333333,1.387,1.416666667,1.453333333,1.473,1.491666667,1.508333333,1.527,1.542,1.559666667,1.573333333,1.588333333,1.607666667,1.621,1.635,1.647,1.658,1.667666667,1.679666667,1.689
SGRP_mTORinhibitsSCREEN_SET1_lowRAPA_round4_KG_092417.xls,NCYC 3319-vehicle,61.9188206,4.418626845,64.66459018,3.566032472,NCYC 3319,L-1528,1% DMSO,L-1528*1% DMSO,0,0.089,0.132,0.176333333,0.246,0.335333333,0.453,0.587333333,0.741333333,0.896333333,1.040666667,1.158,1.223,1.247333333,1.266666667,1.290666667,1.319666667,1.345333333,1.373333333,1.402666667,1.431,1.461333333,1.487,1.512333333,1.532,1.552666667,1.571666667,1.585666667,1.605,1.621666667,1.634,1.651666667,1.664666667,1.677666667,1.69,1.701,1.712666667,1.722,1.732333333,1.743666667,1.748666667
SGRP_mTORinhibsSCREEN_SET1_lowRAPA_JEMBL_08152017.xls,NCYC 3319-vehicle,61.69966148,3.117052726,63.9337894,2.849559018,NCYC 3319,L-1528,1% DMSO,L-1528*1% DMSO,0,0.04,0.047333333,0.063666667,0.083666667,0.117333333,0.160666667,0.225,0.308,0.422666667,0.545333333,0.702666667,0.864,1.006,1.149,1.201333333,1.219666667,1.241,1.268,1.295333333,1.322666667,1.350666667,1.378333333,1.404333333,1.439666667,1.466,1.491,1.509666667,1.531666667,1.551666667,1.566,1.585666667,1.603666667,1.618,1.637,1.651666667,1.659,1.674666667,1.686,1.697,1.704666667
