experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
original data.xls SET 4 HIGH RAPA,WT-vehicle,71.95654991,1.083064592,74.76842237,2.232197617,BY4743,BY4743,1% DMSO,BY4743*1% DMSO,0,0.038,0.040333333,0.045666667,0.054,0.067666667,0.087333333,0.115666667,0.15,0.201,0.264,0.348333333,0.451,0.564,0.689,0.814333333,0.919,0.998666667,1.051,1.069,1.074666667,1.079333333,1.089666667,1.099,1.108333333,1.118,1.128,1.139,1.151,1.162,1.175,1.186666667,1.200666667,1.212666667,1.225,1.239,1.253,1.264333333,1.276333333,1.290333333,1.302666667
original data.xls SET 4 HIGH RAPA,YML 683-vehicle,58.952267,3.133462335,72.28740088,6.102755896,yML 683,Y6.5,1% DMSO,Y6.5*1% DMSO,0,0.032,0.021,0.034,0.033333333,0.052666667,0.087333333,0.109333333,0.138333333,0.183333333,0.228,0.317,0.418,0.540666667,0.69,0.844,0.987666667,1.118,1.194333333,1.240333333,1.268,1.297,1.332,1.367,1.398333333,1.427333333,1.456,1.483,1.509,1.532666667,1.551666667,1.567,1.585,1.599333333,1.617,1.628333333,1.642,1.651666667,1.659666667,1.669666667,1.678666667
original data.xls SET 4 HIGH RAPA,YML 684-vehicle,70.48244979,5.826415592,86.78175696,2.953223611,yML 684,Q62.5,1% DMSO,Q62.5*1% DMSO,0,0.043333333,0.037666667,0.04,0.031333333,0.044666667,0.075333333,0.105666667,0.154333333,0.199,0.251333333,0.329,0.421333333,0.530666667,0.670666667,0.822333333,0.965,1.091,1.157666667,1.177,1.201333333,1.232,1.268666667,1.306666667,1.338333333,1.367333333,1.397333333,1.426666667,1.455333333,1.481666667,1.501,1.519333333,1.540333333,1.559333333,1.577,1.589,1.603333333,1.616,1.626333333,1.636,1.651
original data.xls SET 4 HIGH RAPA,YML 685-vehicle,55.04657745,19.2212066,84.28419238,9.266887535,yML 685,Q89.8,1% DMSO,Q89.8*1% DMSO,0,0.043,0.036,0.042,0.04,0.052,0.092666667,0.114,0.165333333,0.218,0.266333333,0.359333333,0.461666667,0.577666667,0.727333333,0.886,1.021,1.142333333,1.168,1.196333333,1.218,1.252,1.287666667,1.325333333,1.356,1.384333333,1.417333333,1.447666667,1.479333333,1.505,1.525333333,1.545666667,1.567666667,1.584333333,1.605,1.621666667,1.634666667,1.647666667,1.659666667,1.670666667,1.685333333
original data.xls SET 4 HIGH RAPA,YML 686-vehicle,100.2789612,13.6193015,176.5338372,15.52145421,yML 686,KPN3828,1% DMSO,KPN3828*1% DMSO,0,0.001666667,0.001333333,0.016333333,0.018,0.014333333,0.021666667,0.030666667,0.039,0.057333333,0.068333333,0.084666667,0.099333333,0.114333333,0.129666667,0.156,0.178,0.209333333,0.231333333,0.258333333,0.289,0.324666667,0.372666667,0.427666667,0.457,0.51,0.566666667,0.616333333,0.638333333,0.648333333,0.675333333,0.653666667,0.683666667,0.672333333,0.717666667,0.746,0.753333333,0.806666667,0.840333333,0.896333333,0.91
original data.xls SET 4 HIGH RAPA,YML 687-vehicle,42.56175158,30.28541282,80.51173794,10.52276104,yML 687,Y9.6,1% DMSO,Y9.6*1% DMSO,0,0.033,0.023333333,0.031666667,0.019,0.033666667,0.091,0.072333333,0.149333333,0.204,0.267666667,0.335666667,0.442666667,0.55,0.693333333,0.829666667,0.947666667,1.068333333,1.173333333,1.224333333,1.245,1.270333333,1.299,1.334666667,1.366666667,1.39,1.416,1.444,1.47,1.492666667,1.509666667,1.535,1.547333333,1.564,1.602666667,1.597666667,1.611666667,1.623,1.632333333,1.647,1.656
original data.xls SET 4 HIGH RAPA,YML688-vehicle,68.81455893,4.561433735,85.50483586,19.27284899,yML 688,Q74.4,1% DMSO,Q74.4*1% DMSO,0,0.03,0.021666667,0.035333333,0.031,0.029666667,0.052,0.063,0.108666667,0.156333333,0.216666667,0.288,0.385,0.489,0.641666667,0.787333333,0.939333333,1.087333333,1.216333333,1.238666667,1.265333333,1.283,1.315333333,1.349,1.377,1.403,1.434,1.461666667,1.492333333,1.516333333,1.536,1.558,1.566666667,1.592,1.612,1.625,1.641666667,1.648333333,1.659666667,1.670333333,1.68
original data.xls SET 4 HIGH RAPA,YML689-vehicle,80.41716763,5.849267761,100.7370354,21.52077488,yML 689,Q69.8,1% DMSO,Q69.8*1% DMSO,0,0.032666667,0.025,0.033333333,0.015,0.041666667,0.063333333,0.073,0.153333333,0.190666667,0.224666667,0.291,0.360333333,0.445333333,0.536333333,0.639333333,0.742666667,0.853,0.966333333,1.069,1.133333333,1.164333333,1.190333333,1.215,1.241666667,1.273333333,1.306333333,1.342666667,1.371333333,1.402666667,1.423,1.448333333,1.469333333,1.492,1.511333333,1.528666667,1.545,1.560666667,1.572666667,1.589333333,1.605333333
original data.xls SET 4 HIGH RAPA,YML690-vehicle,77.60442357,11.22787269,100.5303334,10.21612806,yML 690,W7,1% DMSO,W7*1% DMSO,0,0.033333333,0.027333333,0.031666667,0.021,0.022666667,0.048666667,0.040333333,0.133333333,0.173666667,0.219333333,0.280333333,0.338666667,0.425333333,0.521,0.620333333,0.726666667,0.842,0.955666667,1.059333333,1.126666667,1.163,1.189333333,1.215,1.244,1.276666667,1.311,1.344333333,1.376,1.406333333,1.428,1.450666667,1.474333333,1.497,1.517666667,1.534333333,1.55,1.566666667,1.577333333,1.594666667,1.606333333
original data.xls SET 4 HIGH RAPA,YML691-vehicle,64.5961268,2.299871724,80.00030205,3.521559878,yML 691,Q31.4,1% DMSO,Q31.4*1% DMSO,0,0.041,0.031,0.049,0.057,0.068333333,0.111333333,0.138,0.178333333,0.234,0.303666667,0.391666667,0.487333333,0.617333333,0.761666667,0.903,1.038333333,1.155333333,1.191666667,1.217,1.242666667,1.278333333,1.311666667,1.347333333,1.373333333,1.401666667,1.429333333,1.457,1.486,1.508666667,1.531,1.546,1.569,1.584666667,1.600666667,1.613,1.629,1.635,1.647666667,1.660666667,1.675
