experiment,Line-Treatment,DT inflection,StDev_inf,DT interval,StDev_int,Lab strain,Strain,Treatment,Strain*Treatment,Time_0,Time_0.5,Time_1,Time_1.5,Time_2,Time_2.5,Time_3,Time_3.5,Time_4,Time_4.5,Time_5,Time_5.5,Time_6,Time_6.5,Time_7,Time_7.5,Time_8,Time_8.5,Time_9,Time_9.5,Time_10,Time_10.5,Time_11,Time_11.5,Time_12,Time_12.5,Time_13,Time_13.5,Time_14,Time_14.5,Time_15,Time_15.5,Time_16,Time_16.5,Time_17,Time_17.5,Time_18,Time_18.5,Time_19,Time_19.5,Time_20
_lowTORIN_KGPUMBL_052817.xls,WT-1 uM Torin 1,88.64268986,1.594672157,92.62246295,1.216821316,BY4743,BY4743,1 uM Torin 1,BY4743*1 uM Torin 1,0,0.082333333,0.101666667,0.116,0.138333333,0.172333333,0.216,0.273,0.341,0.421,0.515666667,0.618333333,0.735333333,0.843,0.941666667,1.022666667,1.066333333,1.073333333,1.077,1.087,1.096333333,1.103333333,1.111333333,1.116333333,1.134,1.140666667,1.146,1.164666667,1.159333333,1.183666667,1.188,1.200333333,1.209,1.217666667,1.227,1.234666667,1.247666667,1.249,1.258666667,1.277666667,1.28
_lowTORIN_KGPUMBL_052817.xls,WT-2.5% DMSO,84.38310148,4.532747882,90.55686086,2.269390429,BY4743,BY4743,2.5% DMSO,BY4743*2.5% DMSO,0,0.076,0.088666667,0.1,0.118,0.143,0.181,0.227666667,0.286,0.363,0.447,0.551,0.667333333,0.78,0.888333333,0.986,1.052333333,1.083333333,1.094,1.098333333,1.112666667,1.117666667,1.128333333,1.134333333,1.144,1.152666667,1.164333333,1.173333333,1.175666667,1.196333333,1.204666667,1.217333333,1.224,1.233666667,1.240666667,1.255333333,1.266666667,1.271,1.280333333,1.289333333,1.298333333
original data.xls SET 4 HIGH RAPA,WT-vehicle,71.95654991,1.083064592,74.76842237,2.232197617,BY4743,BY4743,1% DMSO,BY4743*1% DMSO,0,0.038,0.040333333,0.045666667,0.054,0.067666667,0.087333333,0.115666667,0.15,0.201,0.264,0.348333333,0.451,0.564,0.689,0.814333333,0.919,0.998666667,1.051,1.069,1.074666667,1.079333333,1.089666667,1.099,1.108333333,1.118,1.128,1.139,1.151,1.162,1.175,1.186666667,1.200666667,1.212666667,1.225,1.239,1.253,1.264333333,1.276333333,1.290333333,1.302666667
original data.xls SET 4 HIGH RAPA,WT-20 ng/ml RAPA,260.0471278,11.56915258,470.2585781,21.28350348,BY4743,BY4743,20 ng/mL RAPA,BY4743*20 ng/mL RAPA,0,0.038333333,0.042,0.048666667,0.054,0.059,0.064,0.068666667,0.074,0.081,0.086666667,0.093,0.100666667,0.108666667,0.116,0.123666667,0.131,0.14,0.15,0.158,0.168,0.178,0.188,0.198666667,0.211333333,0.221333333,0.231666667,0.244666667,0.256333333,0.269333333,0.281333333,0.293666667,0.308333333,0.320333333,0.333,0.346,0.362,0.376333333,0.389,0.405666667,0.421
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML742-1 uM Torin 1,72.52011549,5.558709703,87.7286963,1.069446493,BY4743,BY4743,1 uM Torin 1,BY4743*1 uM Torin 1,0,0.031,0.033,0.036666667,0.044333333,0.043666667,0.073333333,0.096333333,0.129333333,0.178666667,0.222,0.290666667,0.366,0.458,0.557333333,0.654,0.754,0.845333333,0.919666667,0.955333333,0.963,0.965,0.972333333,0.976,0.982666667,0.989666667,0.997666667,1.006666667,1.016333333,1.023666667,1.033333333,1.043666667,1.054333333,1.065,1.076,1.088666667,1.096333333,1.106333333,1.117666667,1.127666667,1.136
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML742-1%DMSO,69.39323588,2.539778519,77.13874462,3.599275649,BY4743,BY4743,1% DMSO,BY4743*1% DMSO,0,0.049,0.053666667,0.059,0.069666667,0.075666667,0.114,0.148333333,0.199333333,0.266666667,0.337,0.433666667,0.538333333,0.648666667,0.754666667,0.849333333,0.920333333,0.960666667,0.973666667,0.974333333,0.981,0.988666667,0.996666667,1.015,1.008666667,1.018,1.027,1.035,1.042666667,1.056,1.066666667,1.076666667,1.089666667,1.1,1.113,1.127333333,1.137666667,1.149,1.160666667,1.174333333,1.184
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML742-2.5 ng/mL Rapa,64.01317505,2.594965244,83.98813645,3.220113952,BY4743,BY4743,2.5 ng/mL RAPA,BY4743*2.5 ng/mL RAPA,0,0.036666667,0.039666667,0.042666667,0.049666667,0.056666667,0.089,0.118,0.158,0.218666667,0.269333333,0.349666667,0.438333333,0.541666667,0.644333333,0.753333333,0.857666667,0.942,1.001,1.011666667,1.024666667,1.032333333,1.046333333,1.054666667,1.065,1.079333333,1.098333333,1.118,1.140666667,1.162333333,1.189,1.209333333,1.231333333,1.251333333,1.275,1.295333333,1.315,1.332666667,1.347,1.363666667,1.382
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML742-2.5%DMSO,75.80880433,2.918281866,85.70534175,2.026005241,BY4743,BY4743,2.5% DMSO,BY4743*2.5% DMSO,0,0.035666667,0.038333333,0.043666667,0.050333333,0.046666667,0.074333333,0.097,0.126,0.167,0.217666667,0.275,0.346666667,0.429666667,0.525333333,0.617666667,0.717333333,0.811,0.889666667,0.933,0.943333333,0.945333333,0.955333333,0.96,0.966666667,0.975666667,0.985666667,0.992,1.002666667,1.010666667,1.023666667,1.034,1.042666667,1.051666667,1.064666667,1.071333333,1.083333333,1.093,1.102666667,1.111333333,1.122666667
RB_RUN1_F_SGRPmTORscreen_KGA_11082018.xls,yML742-6.67%H2O,69.92722018,1.537757572,74.66325583,1.398548685,BY4743,BY4743,6.67% H2O,BY4743*6.67% H2O,0,0.044666667,0.047666667,0.056,0.068666667,0.076333333,0.118333333,0.157,0.211333333,0.278,0.362333333,0.463,0.571333333,0.682666667,0.787666667,0.871666667,0.924333333,0.940666667,0.938666667,0.946333333,0.958,0.965333333,0.973,0.981333333,0.987,0.996,1.007,1.017333333,1.029666667,1.040666667,1.051333333,1.065333333,1.079,1.090333333,1.106,1.117333333,1.134333333,1.145666667,1.157333333,1.168333333,1.181666667
SCREEN_SET2_HIGHTORIN#3_MGK_09302017_F.xls,WT-vehicle,75.54400685,3.017341928,80.79076333,1.830438935,BY4743,BY4743,2.5% DMSO,BY4743*2.5% DMSO,0,0.036,0.041333333,0.049666667,0.059333333,0.075333333,0.097333333,0.126666667,0.163666667,0.215333333,0.277333333,0.358666667,0.454,0.560333333,0.678,0.793666667,0.905333333,0.999333333,1.069333333,1.092,1.096,1.101333333,1.115666667,1.118,1.127666667,1.141,1.148333333,1.16,1.170333333,1.183,1.195333333,1.204,1.214333333,1.226333333,1.237333333,1.249666667,1.260333333,1.272,1.281,1.291333333,1.303
